Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Abschnitt
512	Germ.Pont. 4	198	6	*	*566	Pisa]	30 November 1164	1164-11-30	1164-11-30	Paschalis III.	Christian I. von Buch, Erzkanzler Friedrich I.	Paschalis III.	apostolischer Legat	II p. 427	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
513	Germ.Pont. 4	161	366	*	*567	Viterbo]	(Sept./Okt. 1165)	1165-09-01	1165-10-31	Paschalis III.	Christian I. von Buch, Erzkanzler Friedrich I.	Paschalis III.	apostolischer Legat	II p. 427	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
514	Germ.Pont. 4	162	371		568	S. Salvatore di Montaguto]	(ante 08 März -18 Juni ) 1166	1166-03-08	1166-06-18	Paschalis III.	Christian I. von Buch, Erzkanzler von Friedrich I., Kaiser in der Gegenwart von Berardus/Bernardus, Kardinaldiakon (Pseudokardinal) von Santi Sergio e Bacco	Franciano, Abt des Klosters zum Heiligen Grab in Borgo	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
515	Germ.Pont. 4	301	1		569	(Reinhardsbrunn)]	(Jan.-Mär. oder Jul.-Sept.)1168	1168-01-01	1168-09-30	Paschalis III.	Christian I. von Buch, Erzbischof von Mainz und Bote von Paschalis III.	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
516	Germ.Pont. 4	166	384	*	569	(Reinhardsbrunn)]	(Jan.-Mär. oder Jul.-Sept.)1168	1168-01-01	1168-09-30	Paschalis III.	Christian I. von Buch, Erzbischof von Mainz und Bote von Paschalis III.	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
517	Germ.Pont. 4	166	386		570	(Endingen)]	(Mai 1169)	1169-05-01	1169-05-31	Calixt III.	Umfredus, (Kardinalpriester von St. Susanna) und apostolischer Legat (von Calixt III.)	Berthold, Prior von Vilmarszell (de Cella)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
518	Germ.Pont. 4	166	387	*	*571	Bamberg]	08 Juni 1169	1169-06-08	1169-06-08	Calixt III.	Umfredus, (Kardinalpriester von St. Susanna) und apostolischer Legat (von Calixt III.)	–	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
519	Germ.Pont. 4	167	389	*	*572	Frankfurt]	05 Januar 1170	1170-01-05	1170-01-05	Calixt III.	Umfredus, (Kardinalpriester von St. Susanna) und apostolischer Legat (von Calixt III.)	–	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
520	Germ.Pont. 4	159	362	*	162	–	(post August 1164- ante Mai 1165)	1164-08-01	1165-05-31	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz (electus)	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
521	Germ.Pont. 4	160	364	*	*163	–	(post 23 Mai 1165)	1165-05-23	1165-05-23	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz (electus)	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
522	Germ.Pont. 4	160	365	*	*164	Sens	(cr. Juni 1165)	1165-06-01	1165-06-30	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz (electus)	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
523	Germ.Pont. 4	163	375	*	*165	–	[Mai 1167]	1167-05-01	1167-05-31	Alexander III.	Friedrich I., Kaiser	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
524	Germ.Pont. 4	169	395	*	*166	–	(August - Dezember 1173)	1173-08-01	1173-12-31	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
525	Germ.Pont. 4	170	399	*	*167	–	(cr. April - Mai 1174)	1174-04-01	1174-05-31	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz und apostolischer Legat	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
526	Germ.Pont. 4	172	406		168	(Györ/Raab)	[August 1176]	1176-08-01	1176-08-31	Alexander III.	Walter II, Kardinalbischof von Albano	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
527	Germ.Pont. 4	172	407	*	*169	–	(ante 21 Oktober 1176)	1176-10-21	1176-10-21	Alexander III.	Friedrich I., Kaiser	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
528	Germ.Pont. 4	173	409		170	(Anagni)	(in November 1176)	1176-11-01	1176-11-30	Alexander III.	Christian I. von Buch, Erzbischof von Mainz und kaiserlicher Legat, Wichmann von Seeburg, Erzbischof von Magdeburg (electus) und kaiserlicher Legat, Arduin, kaiserlicher Protonotar und kaiserlicher Legat	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
529	Germ.Pont. 4	175	417		171	–	(1176-cr. März 1177)	1176-03-01	1177-03-31	Alexander III.	Konrad I. von Wittelsbach, Moguntinae eccl. humilis minister und apostolischer Legat	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
530	Germ.Pont. 4	175	418	*	*172	Cesena	(post 24 März 1177)	1177-03-24	1177-03-24	Alexander III.	Friedrich I., Kaiser	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
531	Germ.Pont. 4	177	422		*173	–	(cr. Juni - ante 22(?). Juli 1177)	1177-06-22	1177-07-22	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
532	Germ.Pont. 4	178	426	*	*174	(Venezia)	(01 August 1177)	1177-08-01	1177-08-01	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz, sowie andere Bischöfe	Alexander III.	Anerkennung Alexanders als einziger Papst	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
533	Germ.Pont. 4	179	427		175	(Venezia)	(Juli - in August 1177)	1177-07-01	1177-08-31	Alexander III.	Konrad I. von Wittelsbach, Erzbischof von Mainz	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
534	Germ.Pont. 4	179	428		176	(Venezia)	(cr. 06 August 1177)	1177-08-06	1177-08-06	Alexander III.	Konrad I. von Wittelsbach, Erzbischof	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
535	Germ.Pont. 4	180	433		177	(Venezia)	(17 September 1177)	1177-09-17	1177-09-17	Alexander III.	Christian I. von Buch, Erzbischof von Mainz, Philipp I. von Heinsberg, Erzbischof von Köln, Wichmann von Seeburg, Erzbischof von Magdeburg, Arnold I., Erzbischof von Trier, Konrad II. von Sternberg, Bischof von Worms (electus), Gottfried (Godefridus), Kanzler, Worowinus, Protonotar, Florens III., Graf von Holland, Dietrich II., Markgraf der Lausitz und dessen Bruder Dedo III., Graf von Groitzsch, Heinrich II., Graf von Diez und Robert (Rupert), Graf von Durna (?)	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
536	Germ.Pont. 4	244	15		178	–	(1177-1179)	1177-01-01	1179-12-31	Alexander III.	Hildegard von Bingen, Probst des Klosters Rupertsberg in Bingen	–		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
537	Germ.Pont. 4	184	445	*	179	–	(1164- ante August 1181)	1164-08-01	1181-08-31	Alexander III.	Erzbischof (entweder Konrad I. von Wittelsbach oder Christian I. von Buch) oder das Kapitel von Mainz	Alexander III		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
538	Germ.Pont. 4	199	9	*	179	–	(1164- ante August 1181)	1164-08-01	1181-08-31	Alexander III.	Erzbischof (entweder Konrad I. von Wittelsbach oder Christian I. von Buch) oder das Kapitel von Mainz	Alexander III		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
539	Germ.Pont. 4	308	11		180	–	(1140-1169)	1140-01-01	1169-12-31	Alexander III.	Abt des Klosters in Reinhardsbrunn mit allen seinen Brüdern	Papst		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
540	Germ.Pont. 4	157	351		187	Pavia	(05-11. Februar 1160)	1160-02-05	1160-02-11	Viktor IV.	Arnold von Seelenhofen, Erzbischof von Mainz	Viktor IV.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
541	Germ.Pont. 4	163	373	*	*188	(in Italia)	(cr. Herbst 1166)	1166-01-01	1166-12-31	Paschalis III.	Friedrich I., Kaiser	Paschalis III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
542	Germ.Pont. 4	171	403	*	*190	Faënza	(Feb.-März. 1175)	1175-02-01	1175-03-31	Calixt III.	Christian I. von Buch, Erzbischof von Mainz, (a Friderico I. imp delegatus)	Calixt III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
543	Germ.Pont. 4	163	372		181	–	(post 12 März 1166)	1166-03-12	1166-03-12	Konrad I. von Wittelsbach	Thomas Becket, Erzbischof von Canterbury	Konrad I. von Wittelsbach, Erzbischof von Mainz und Kardinalbischof von Sabina, Giacinto Bobone (Iacinthus), Kardinaldiakon von St. Maria in Cosmedin und Heinrich, Kardinalpriester von Santi Nereo e Achilleo		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
544	Germ.Pont. 4	163	374		182	–	(ex 1166)	1166-01-01	1166-12-31	Konrad I. von Wittelsbach	Thomas Becket, Erzbischof von Canterbury	Konrad I. von Wittelsbach, Erzbischof von Mainz		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
545	Germ.Pont. 4	164	377		183	–	[August 1167]	1167-08-01	1167-08-31	Konrad I. von Wittelsbach	Thomas Becket, Erzbischof von Canterbury	Konrad I. von Wittelsbach, Erzbischof von Mainz		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
546	Germ.Pont. 4	164	378		184	–	(August - September 1167)	1167-08-01	1167-09-30	Konrad I. von Wittelsbach	Thomas Becket, Erzbischof von Canterbury	Konrad I. von Wittelsbach, Erzbischof von Mainz		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
547	Germ.Pont. 4	165	381		185	–	(postJuni 1168)	1168-01-01	1168-12-31	Konrad I. von Wittelsbach	Thomas Becket, Erzbischof von Canterbury (exul)	Konrad I. von Wittelsbach, Erzbischof von Mainz		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
548	Germ.Pont. 4	171	405	*	*186	–	(cr. Juni 1176)	1176-06-01	1176-06-30	Walter II.	Konrad I. von Wittelsbach, Erzbischof von Mainz und apostolischer Legat und Ottokar IV., Marggraf der Steiermark	Walter II, Kardinalbischof von Albano (und apostolischer Legat)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
549	Germ.Pont. 4	160	363	*	*189	–	(ante 22 Mai 1165)	1165-05-22	1165-05-22	Quidam Nuntius Paschalis III.	(Konrad I. von Wittelsbach), electus Moguntinus	quidam nuntium Paschalis III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
550	Germ.Pont. 6	94	5		152	Tusculanum	29 Juni (1171-72)	1171-06-29	1172-06-29	Alexander III.	Alexander III.	Dekan, Propst und Kapitel von St. Petrus		12089	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
551	Germ.Pont. 6	172	6		153	Roma, S. Pietro	(13.-25?.März) 1178	1178-03-13	1178-03-25	Alexander III.	Alexander III.	Berno, Bischof von Mecklenburg und dessen Nachfolger		13061	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
552	Germ.Pont. 6	95	6		154	Roma, S. Pietro	01 Mai (1178)	1178-05-01	1178-05-01	Alexander III.	Alexander III.	Kanoniker von St. Petrus		13062	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
553	Germ.Pont. 6	83	156	*	*155	–	(ante 18 Juni )1178	1178-06-18	1178-06-18	Alexander III.	Alexander III.	Balduin I., Erzbischof von Bremen	Absetzungsurkunde für Balduin	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
554	Germ.Pont. 6	83	159	*	*156	–	(in 1179)	1179-01-01	1179-12-31	Alexander III.	Alexander III.	–	Bestätigungsurkunde der Wahl Bertholds	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
555	Germ.Pont. 6	84	160	*	*157	Laterano	März 1179	1179-03-01	1179-03-31	Alexander III.	Alexander III.	Berthold, Erzbischof von Bremen	Laterankonzil	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
556	Germ.Pont. 6	173	7	*	*157	Laterano	März 1179	1179-03-01	1179-03-31	Alexander III.	Alexander III.	Berno, Bischof von Schwerin	Laterankonzil	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
557	Germ.Pont. 6	100	2		158	Laterano	29 Mai 1179	1179-05-29	1179-05-29	Alexander III.	Alexander III.	Heinrich, Probst von St. Willehad und St. Stephan in Bremen, sowie dessen Mitbrüder		13426	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
558	Germ.Pont. 6	112	1	*	*159	–	([1159] 1177-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Probst von St. Mauritius in Reepsholt		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
559	Germ.Pont. 6	119	7	*	*160	–	([1160] 1177-1181)	1160-01-01	1181-12-31	Alexander III.	Alexander III.	Kloster St. Maria in Harsefeld-Rosenfeld		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
560	Germ.Pont. 6	84	161	*	*161	Gelnhausen]	(post 13 April )1180	1180-04-13	1180-04-13	Alexander III.	(Petrus (Pietro IV. da Pavia), Kardinalbischof von Tusculum und Petrus (Pietro Caetani/Pietro de Bono), Kardinalpriester von St. Susanna,) apostolische Legaten	Siegfried I., Bischof von Brandenburg	apostolischer Legat, Versetzung Siegfrieds zum Erzbistum Bremen	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
561	Germ.Pont. 6	84	162	*	*162	Bremen]	21 September 1180	1180-09-21	1180-09-21	Alexander III.	(Petrus (Pietro IV. da Pavia), Kardinalbischof von Tusculum und Garsendonio, Bischof von Mantua,) apostolische Legaten	Siegfried I., Erzbischof (von Bremen)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
562	Germ.Pont. 6	161	2		141	Roma S. Pietro	21 Januar 1158	1158-01-21	1158-01-21	Hadrian IV.	Hadrian IV.	Evermod, Bischof von Ratzeburg, sowie die Kanoniker	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10381	Weitere Alexander-Betreffe
563	Germ.Pont. 6	125	4		143	Laterano	17 Februar (1157-1159)	1157-02-17	1159-02-17	Hadrian IV.	Hadrian IV.	Donatus, Abt des Klosters St. Maria in Rastede	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10545	Weitere Alexander-Betreffe
564	Germ.Pont. 6	79	145		144	Laterano	21 Februar 1159	1159-02-21	1159-02-21	Hadrian IV.	Hadrian IV.	Hartwig I. (Hartwig von Stade), Erzbischof von Bremen, sowie dessen Nachfolger	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10547	Weitere Alexander-Betreffe
565	Germ.Pont. 6	80	147		146	Pavia	(12 Februar 1160)	1160-02-12	1160-02-12	Viktor IV.	Viktor IV.	–	Konzil von Pavia	II p. 420	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
566	Germ.Pont. 6	80	148		147	Pavia	(med. Feb.)1160	1160-02-01	1160-02-28	Viktor IV.	Viktor IV.	Hartwig I./ Hartwig von Stade, Erzbischof von Bremen und dessen Nachfolger		14433	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
567	Germ.Pont. 6	118	5		147	Pavia	(med. Feb.)1160	1160-02-01	1160-02-28	Viktor IV.	Viktor IV.	Hartwig I./ Hartwig von Stade, Erzbischof von Bremen und dessen Nachfolger		14433	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
568	Germ.Pont. 6	126	5		147	Pavia	(med. Feb.)1160	1160-02-01	1160-02-28	Viktor IV.	Viktor IV.	Hartwig I./ Hartwig von Stade, Erzbischof von Bremen und dessen Nachfolger		14433	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
569	Germ.Pont. 6	143	143		147	Pavia	(med. Feb.)1160	1160-02-01	1160-02-28	Viktor IV.	Viktor IV.	Hartwig I./ Hartwig von Stade, Erzbischof von Bremen und dessen Nachfolger		14433	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
570	Germ.Pont. 6	161	161		147	Pavia	(med. Feb.)1160	1160-02-01	1160-02-28	Viktor IV.	Viktor IV.	Hartwig I./ Hartwig von Stade, Erzbischof von Bremen und dessen Nachfolger		14433	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
571	Germ.Pont. 6	172	172		147	Pavia	(med. Feb.)1160	1160-02-01	1160-02-28	Viktor IV.	Viktor IV.	Hartwig I./ Hartwig von Stade, Erzbischof von Bremen und dessen Nachfolger		14433	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
572	Germ.Pont. 6	118	6		148	Pavia	17 Februar (1160)	1160-02-17	1160-02-17	Viktor IV.	Viktor IV.	Bruno, Abt des Klosters in Harsefeld-Rosenfeld und der gesamte Konvent		14432	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
573	Germ.Pont. 6	81	149		149	Hamburg	1160	1160-01-01	1160-12-31	Viktor IV.	Alexander III.	Hartwig I./ Hartwig von Stade, Erzbischof von Hamburg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
574	Germ.Pont. 6	143	9		149	Hamburg	1160	1160-01-01	1160-12-31	Viktor IV.	Alexander III.	Hartwig I./ Hartwig von Stade, Erzbischof von Hamburg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
575	Germ.Pont. 6	162	5		149	Hamburg	1160	1160-01-01	1160-12-31	Viktor IV.	Alexander III.	Hartwig I./ Hartwig von Stade, Erzbischof von Hamburg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
576	Germ.Pont. 6	172	4		149	Hamburg	1160	1160-01-01	1160-12-31	Viktor IV.	Alexander III.	Hartwig I./ Hartwig von Stade, Erzbischof von Hamburg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
577	Germ.Pont. 6	82	153	*	*150	–	(ex 1169- in 1170?)	1169-01-01	1170-12-31	Calixt III.	Calixt III.	Balduin I.,  Erzbischof von Bremen		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
578	Germ.Pont. 6	82	151	*	*151	Bamberg]	8 sqq Juni 1169	1169-06-08	1169-06-08	Calixt III.	Umfredus, Kardinalpriester von St. Susanna und apostolischer Legat	Siegfried I., (?)	apostolischer Legat, Adressat unklar	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
579	Germ.Pont. 6	80	146		33	Pavia	(5-11 Februar 1160)	1160-02-05	1160-02-11	Alexander III.	Generalkonvent	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
580	Germ.Pont. 6	143	10	*	*36	–	(cr. September 1167)	1167-09-01	1167-09-30	Alexander III.	Konrad I. von Riddagshausen, Bischof von Lübeck	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
581	Germ.Pont. 6	82	152		37	–	(med. ? 1169)	1169-01-01	1169-12-31	Alexander III.	Siegfried I., Erzbischof von Bremen	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
