Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Notiz
1590	It.Pont. 6,2	272	30		517	Laterano	16 Mai [1178-79]	1178-05-16	1179-05-16	Alexander III.	Alexander III.	Hu(go/Ugo [Ugone della Volta]), Erzbischof von Genua, sowie die Kanoniker und Konsuln aus Genau		13227	
1591	It.Pont. 6,2	286	34		517	Laterano	16 Mai [1178-79]	1178-05-16	1179-05-16	Alexander III.	Alexander III.	Hu(go/Ugo [Ugone della Volta]), Erzbischof von Genua, sowie die Kanoniker und Konsuln aus Genau		13227	
1592	It.Pont. 6,2	333	48		517	Laterano	16 Mai [1178-79]	1178-05-16	1179-05-16	Alexander III.	Alexander III.	Hu(go/Ugo [Ugone della Volta]), Erzbischof von Genua, sowie die Kanoniker und Konsuln aus Genau		13227	
1593	It.Pont. 6,2	139	31		518	Laterano	29 Juni [1166-79]	1166-06-29	1179-06-29	Alexander III.	Alexander III.	Kanoniker von St. Laurentius Uliciensis q. d. Plebs martyrum in Oulx		13243	
1594	It.Pont. 6,2	182	4	*	*519	–	19 Juli 1179	1179-07-19	1179-07-19	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
1595	It.Pont. 6,2	64	16	*	*520	–	[1179]	1179-01-01	1179-12-31	Alexander III.	Alexander III.	Milo, Bischof von Turin und Erzpriester von Mailand	Streitfall zwischen Kanonikern über Besitzungen	–	
1596	It.Pont. 6,2	69	12	*	*520	–	[1179]	1179-01-01	1179-12-31	Alexander III.	Alexander III.	Milo, Bischof von Turin und Erzpriester von Mailand	Streitfall zwischen Kanonikern über Besitzungen	–	
1597	It.Pont. 6,2	72	1		521	Anagni	21.11[1173-79]	1173-01-21	1179-12-11	Alexander III.	Alexander III.	Mitbrüder und Arme des hospitalis domus im Bistum Novara befindlichen Caritate		–	
1598	It.Pont. 6,2	97	6	*	*522	–	[1179]	1179-01-01	1179-12-31	Alexander III.	Alexander III.	Guido, Bischof von Savona, sowie Gregorius, Kanoniker von Manciano	controversiam inter abbatem et Clusinum (= Chiusa (di San Michele)) conventum	–	
1599	It.Pont. 6,2	128	23	*	*522	–	[1179]	1179-01-01	1179-12-31	Alexander III.	Alexander III.	Guido, Bischof von Savona, sowie Gregorius, Kanoniker von Manciano	controversiam inter abbatem et Clusinum (= Chiusa (di San Michele)) conventum	–	
1600	It.Pont. 6,2	97	7	*	*523	–	[1179-80]	1179-01-01	1180-12-31	Alexander III.	Alexander III.	Guido, Bischof von Savona, sowie Gregorius, Kanoniker von Manciano	Streitfall (siehe zwei Nummern darüber)	–	
1601	It.Pont. 6,2	128	24	*	*523	–	[1179-80]	1179-01-01	1180-12-31	Alexander III.	Alexander III.	Guido, Bischof von Savona, sowie Gregorius, Kanoniker von Manciano	Streitfall (siehe zwei Nummern darüber)	–	
1602	It.Pont. 6,2	225	2		524	Velletri	28 März 1180	1180-03-28	1180-03-28	Alexander III.	Alexander III.	Petrus, Abt des Klosters St. Petrus und St. Martianus in Tortona		13635a	
1603	It.Pont. 6,2	105	2		525	Velletri	03 April [1180]	1180-04-03	1180-04-03	Alexander III.	Alexander III.	A(lgisio), Erzbischof von Mailand, sowie dessen Suffragane		13640	
1604	It.Pont. 6,2	93	1		526	Tusculanum	22 Mai 1180	1180-05-22	1180-05-22	Alexander III.	Alexander III.	Johannes, Probst der Kirche St. Maria in Lombriasco		–	
1605	It.Pont. 6,2	205	1		527	Tusculanum	11 Juli 1180	1180-07-11	1180-07-11	Alexander III.	Alexander III.	Otto, Erzpriester der Kirche St. Maria de Foro		13680	
1606	It.Pont. 6,2	217	18		528	Tusculanum	13 Juli [1180]	1180-07-13	1180-07-13	Alexander III.	Alexander III.	(Obertus,) Bischof von Tortona, T(edaldus), Bischof von Piacenza, O(ffredus), Bischof von Cremona, B(ernardus [Bernardo II.]), Bischof von Parma, sowie die Kanoniker von St. Donninus		–	
1607	It.Pont. 6,2	203	3		529	Tusculanum	18 Juli [1180]	1180-07-18	1180-07-18	Alexander III.	Alexander III.	O(tto), electus, sowie die Kanoniker aus Alessandria		13686	
1608	It.Pont. 6,2	204	2		529	Tusculanum	18 Juli [1180]	1180-07-18	1180-07-18	Alexander III.	Alexander III.	O(tto), electus, sowie die Kanoniker aus Alessandria		13686	
1609	It.Pont. 6,2	27	1		530	Tusculanum	22 November 1180	1180-11-22	1180-11-22	Alexander III.	Alexander III.	Nicolaus, Probst der Kirche St. Bartholomäus in Caritate		13701	
1610	It.Pont. 6,2	232	2	*	*531	Tusculanum	27 November 1180	1180-11-27	1180-11-27	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
1611	It.Pont. 6,2	286	35		532	Tusculanum	02 Dezember [1170-80]	1170-12-02	1180-12-02	Alexander III.	Alexander III.	P(etrus) Caralitanus, Richter		13533	
1612	It.Pont. 6,2	225	3		533	Tusculanum	18 Dezember 1180	1180-12-18	1180-12-18	Alexander III.	Alexander III.	Petrus, Abt des Klosters St. Petrus und St. Martianus in Tortona		13704	
1613	It.Pont. 6,2	48	5	*	*534	–	[1173-80]	1173-01-01	1180-12-31	Alexander III.	Alexander III.	Bischof von Asti		–	
1614	It.Pont. 6,2	155	27	*	*534	–	[1173-80]	1173-01-01	1180-12-31	Alexander III.	Alexander III.	Bischof von Asti		–	
1615	It.Pont. 6,2	155	28	*	*535	Tusculanum	21 Dezember [1180]	1180-12-21	1180-12-21	Alexander III.	Alexander III.	Henricus, Abt des Klosters St. Benignus in Canavese		–	
1616	It.Pont. 6,2	167	4	*	*535	Tusculanum	21 Dezember [1180]	1180-12-21	1180-12-21	Alexander III.	Alexander III.	Henricus, Abt des Klosters St. Benignus in Canavese		–	
1617	It.Pont. 6,2	234	1		536	Tusculanum	31 Dezember [1170-80]	1170-12-31	1180-12-31	Alexander III.	Alexander III.	(Omelia,) Äbtissin des Klosters Senatoris	unter Domus hospitalis de Staphulo gelistet	–	
1618	It.Pont. 6,2	203	4	*	*537	–	[1180]	1180-01-01	1180-12-31	Alexander III.	Alexander III.	Algisius, Erzbischof von Mailand		–	
1619	It.Pont. 6,2	192	7	*	*537	–	[1180]	1180-01-01	1180-12-31	Alexander III.	Alexander III.	Algisius, Erzbischof von Mailand		–	
1620	It.Pont. 6,2	390	4	*	*538	–	[1180]	1180-01-01	1180-12-31	Alexander III.	Alexander III.	Guido, Bischof von Savona	Streitfall	–	
1621	It.Pont. 6,2	49	7		539	Tusculanum	03 Januar [1181]	1181-01-03	1181-01-03	Alexander III.	Alexander III.	L(anfrancus), Bischof von Pavia		14355	
1622	It.Pont. 6,2	155	29		539	Tusculanum	03 Januar [1181]	1181-01-03	1181-01-03	Alexander III.	Alexander III.	L(anfrancus), Bischof von Pavia		14355	
1623	It.Pont. 6,2	183	1	*	*540	Tusculanum	12 Januar [1171-81]	1171-01-12	1181-01-12	Alexander III.	Alexander III.	(Guido,) Bischof von Savona		–	
1624	It.Pont. 6,2	354	1	*	*540	Tusculanum	12 Januar [1171-81]	1171-01-12	1181-01-12	Alexander III.	Alexander III.	(Guido,) Bischof von Savona		–	
1625	It.Pont. 6,2	286	36		541	Tusculanum	13 Januar 1181	1181-01-13	1181-01-13	Alexander III.	Alexander III.	Obertus, Probst, Bonifatius, Erzdiakon, sowie die Kanoniker von St. Laurentius in Genua		14357	
1626	It.Pont. 6,2	207	4	*	*542	–	22 Januar 1181	1181-01-22	1181-01-22	Alexander III.	Alexander III.	Anselmus, Probst von St. Martinus in Alessandria		–	
1627	It.Pont. 6,2	69	13		543	Tusculanum	23 März [1181]	1181-03-23	1181-03-23	Alexander III.	Alexander III.	Kanoniker von St. Gaudentius in Novara		–	
1628	It.Pont. 6,2	20	13		544	Tusculanum	27 April [1171-81]	1171-04-27	1181-04-27	Alexander III.	Alexander III.	Erzdiakon und Kanoniker von St. Eusebius in Vercelli		14286	
1629	It.Pont. 6,2	310	7		545	Tusculanum	30 April [1171-81]	1171-04-30	1181-04-30	Alexander III.	Alexander III.	Abt sowie Mitbrüder des Klosters St. Stephanus in Genua		14287	
1630	It.Pont. 6,2	380	30	*	*546	–	[1181]	1181-01-01	1181-12-31	Alexander III.	Alexander III.	(Atto,) Abt in Sexten., und Rolandus (de Bacciano), Kanoniker der Kirche in Lucen.	causam inter Petrum Lunen. [= Luni] ep. et Iacobum abbatem Avulen. [= Aulla] …	–	
1631	It.Pont. 6,2	387	10	*	*546	–	[1181]	1181-01-01	1181-12-31	Alexander III.	Alexander III.	(Atto,) Abt in Sexten., und Rolandus (de Bacciano), Kanoniker der Kirche in Lucen.	causam inter Petrum Lunen. [= Luni] ep. et Iacobum abbatem Avulen. [= Aulla] …	–	
1632	It.Pont. 6,2	75	1	*	*547	–	[1181]	1181-01-01	1181-12-31	Alexander III.	[Alexander III.]	(Bonifatius,) Bischof von Novara, sowie Magister Albertus, Prior des Klosters vom Hl. Kreuz in Mortara	Streitfall	–	
1633	It.Pont. 6,2	226	4	*	*548	–	[1181]	1181-01-01	1181-12-31	Alexander III.	Alexander III.	Tedaldus, Bischof von Piacenza		–	
1634	It.Pont. 6,2	234	1	*	*548	–	[1181]	1181-01-01	1181-12-31	Alexander III.	Alexander III.	Tedaldus, Bischof von Piacenza		–	
1635	It.Pont. 6,2	97	8	*	*549	–	[1180-81]	1180-01-01	1181-12-31	Alexander III.	Alexander III.	–	confimat defintivam sententiam (bezüglich des Streitfalls zwischen Abt und Mönchen in Chiusa (di San Michele))	–	
1636	It.Pont. 6,2	128	25	*	*549	–	[1180-81]	1180-01-01	1181-12-31	Alexander III.	Alexander III.	–	confimat defintivam sententiam (bezüglich des Streitfalls zwischen Abt und Mönchen in Chiusa (di San Michele))	–	
1637	It.Pont. 6,2	381	31	*	*550	–	[1177-81]	1177-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof, Erzpriester und Kanoniker von Luni	concessio eines Privilegs	–	
1638	It.Pont. 6,2	383	4	*	*550	–	[1177-81]	1177-01-01	1181-12-31	Alexander III.	Alexander III.	Bischof, Erzpriester und Kanoniker von Luni	concessio eines Privilegs	–	
1639	It.Pont. 6,2	60	8		551	–	[1172-81]	1172-01-01	1181-12-31	Alexander III.	Alexander III.	Abt und Mitbrüder von St. Sillanus in Romagnano		14236	
1640	It.Pont. 6,2	77	1		551	–	[1172-81]	1172-01-01	1181-12-31	Alexander III.	Alexander III.	Abt und Mitbrüder von St. Sillanus in Romagnano		14236	
1641	It.Pont. 6,2	49	8	*	*552	–	[1165-81]	1165-01-01	1181-12-31	Alexander III.	Alexander III.	–	prohibitio	–	
1642	It.Pont. 6,2	286	37	*	*553	–	[1160-81]	1160-01-01	1181-12-31	Alexander III.	Alexander III.	–	confirmatio	–	
1643	It.Pont. 6,2	307	14	*	*553	–	[1160-81]	1160-01-01	1181-12-31	Alexander III.	Alexander III.	–	confirmatio	–	
1644	It.Pont. 6,2	14	33		554	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Mailand		14015	
1645	It.Pont. 6,2	273	31		555	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Genua		13965	
1646	It.Pont. 6,2	333	49		555	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Genua		13965	
1647	It.Pont. 6,2	273	32		556	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Genua		13966	
1648	It.Pont. 6,2	348	2		556	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Genua		13966	
1649	It.Pont. 6,2	273	33		557	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Genua		13967	
1650	It.Pont. 6,2	299	1		557	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Genua		13967	(im Inhaltsverzeichnis ist die Nummer nicht angegeben)
1651	It.Pont. 6,2	274	34		558	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof von Genua		13968	
1652	It.Pont. 6,2	274	35		559	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof und Konsuln von Genua		13969	
1653	It.Pont. 6,2	24	14	*	*560	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	concessio bezüglich cathedralis b. Mariae Maioris in Vercelli	–	
1654	It.Pont. 6,2	43	6	*	*561	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
1655	It.Pont. 6,2	70	1	*	*562	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Kleriker von St. Nazarius in Costa	confirmatio	–	
1656	It.Pont. 6,2	156	30	*	*563	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
1657	It.Pont. 6,2	194	3	*	*564	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	Alexander III edit litteras de eadem re. [darüber Regest Hadrians, worin Inhalt der Briefe mit de causa inter canonicos ecclesiae maioris et monachos s. Petri super parochia civitatis et suburbii beschrieben wird] monachos s. Petri super parochia civitatis et suburbii	–	
1658	It.Pont. 6,2	316	1	*	*565	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
1659	It.Pont. 6,2	334	50	*	*566	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Konsuln von Genua		–	
1660	It.Pont. 6,2	334	51	*	*567	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof und Konsuln von Genua		–	
1661	It.Pont. 6,2	274	36	*	*567	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Erzbischof und Konsuln von Genua		–	
1662	It.Pont. 6,2	334	52	*	*568	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Konsuln und Volk von Genua		–	
1663	It.Pont. 6,2	349	1	*	*569	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
1664	It.Pont. 6,2	350	1	*	*570	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Hugo/Ugo, Erzpriester der Kirche St. Stephanus in Sestri Levante		–	
1665	It.Pont. 6,2	383	5	*	*571	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	concessio eines Privilegs	–	
1666	It.Pont. 6,2	390	5	*	*572	–	[1159-81]	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Abt von St. Bartholomäus in Fassato und der Prior von St. Matthäus in Genua	Streitfall	–	
1667	It.Pont. 6,2	28	2	*	*573	Milano	12 März 1160	1160-03-12	1160-03-12	Alexander III.	Johannes von Anagni, Kardinal des apostolischen Stuhls und Legat Alexanders III.	rectores et consules aus Vercelli	Exkommunizierung der Genannten	–	Apostolischer Legat
1668	It.Pont. 6,2	38	3	*	*573	Milano	12 März 1160	1160-03-12	1160-03-12	Alexander III.	Johannes von Anagni, Kardinal des apostolischen Stuhls und Legat Alexanders III.	Wido, Graf von Biandrate	Exkommunizierung des Genannten	–	Apostolischer Legat
1669	It.Pont. 6,2	40	1	*	*573	Milano	12 März 1160	1160-03-12	1160-03-12	Alexander III.	Johannes von Anagni, Kardinal des apostolischen Stuhls und Legat Alexanders III.	G(uilelmus) [Wilhelm V. der Alte], Markgraf von Monferrato	Exkommunizierung des Genannten	–	Apostolischer Legat
1670	It.Pont. 6,2	73	2	*	*573	Milano	12 März 1160	1160-03-12	1160-03-12	Alexander III.	Johannes von Anagni, Kardinal des apostolischen Stuhls und Legat Alexanders III.	rectores et consules aus Novara	Exkommunizierung der Genannten	–	Apostolischer Legat
1671	It.Pont. 6,2	48	2	*	*574	Cherasco	[1167]	1167-01-01	1167-12-31	Alexander III.	Theodinus [Tuinus], Kardinal	Erzbischof von Mailand		–	Apostolischer Legat
1672	It.Pont. 6,2	219	4	*	*575	Tortona	[1169?]	1169-01-01	1169-12-31	Alexander III.	coram Willelmus, Kardinal und Legat des apostolischen Stuhls	?	transactio inter praepositum Dertonae et archidiaconum et canocicos ex una parte et Ascherium (fundatorem ecclesiae) de Ripa alta ex altera cum consilio Oberti Dertonen. ep. ordinatur	–	Apostolischer Legat
1673	It.Pont. 6,2	232	1	*	*575	Tortona	[1169?]	1169-01-01	1169-12-31	Alexander III.	coram Willelmus, Kardinal und Legat des apostolischen Stuhls	?	transactio inter praepositum Dertonae et archidiaconum et canocicos ex una parte et Ascherium (fundatorem ecclesiae) de Ripa alta ex altera cum consilio Oberti Dertonen. ep. ordinatur	–	Apostolischer Legat
1674	It.Pont. 6,2	96	4	*	*576	Milano	[1172]	1172-01-01	1172-12-31	Alexander III.	O(ddone), Kardinal von Creviano [l. Cabuano], sowie Magister Stephanus, (coram Galdinus [St. Galdino della Sala], Erzbischof von Mailand)		controversia inter abbatem Clusinum (= Chiusa (di San Michele)) et monachos s. Petri Savilianen. agitatur	–	Apostolischer Legat
1675	It.Pont. 6,2	127	20	*	*576	Milano	[1172]	1172-01-01	1172-12-31	Alexander III.	O(ddone), Kardinal von Creviano [l. Cabuano], sowie Magister Stephanus, (coram Galdinus [St. Galdino della Sala], Erzbischof von Mailand)		controversia inter abbatem Clusinum (= Chiusa (di San Michele)) et monachos s. Petri Savilianen. agitatur	–	Apostolischer Legat
1676	It.Pont. 6,2	345	5		577	Tusculanum	06 Dezember 1172	1172-12-06	1172-12-06	Alexander III.	Johannes, Kardinalpriester von Santi Giovanni e Paolo, sowie W(illelmus), Kardinalpriester von San Pietro in Vincoli	–	definiunt per amicabilem transactionem controversiam, quae inter fratres Mortarien. et fratres s. Rufi de possessione ecclesiae s. Nicolai…	–	Apostolischer Legat
1677	It.Pont. 6,2	254	31	*	*578	Piacenza	18 November 1172	1172-11-18	1172-11-18	Alexander III.	Manfredus, Kardinaldiakon von San Giorgio in Velabro sowie Legat des apostolischen Stuhls	–	Manfredus bezeugt, dass er die Privilegien von Kaiser Lothar I., Kaiser Karl III sowie von König Hugo und Lothar, Otto I., Otto II., Otto III., Friedrich I und Papst Theodorus I gesehen hatte (genaue Benennung der Privilegien bzw. damalige Findnummern im Regest genannt)	–	Apostolischer Legat
1678	It.Pont. 6,2	366	6		579	Ventimiglia	[1172]	1172-01-01	1172-12-31	Alexander III.	Mainfredus, S.R.E. Kardinaldiakon und apostolischer Legat	Stephanus, Bischof von Ventimiglia		–	Apostolischer Legat
1679	It.Pont. 6,2	364	3		579	Ventimiglia	[1172]	1172-01-01	1172-12-31	Alexander III.	Mainfredus, S.R.E. Kardinaldiakon und apostolischer Legat	Stephanus, Bischof von Ventimiglia		–	Apostolischer Legat
1680	It.Pont. 6,2	177	5	*	*580	–	[in. 1173]	1173-01-01	1173-12-31	Alexander III.	Mainfredus, Kardinaldiakon und dann Legat in der Lombardei	Opizo und Ubertus aus Asti, jeweils Richter (Opizoni et Uberto Asten. iudicibus)	controversia inter canonicos maioris ecclesiae Asten. et Michaelem Ieronimi	–	Apostolischer Legat
1681	It.Pont. 6,2	181	1	*	*580	–	[in. 1173]	1173-01-01	1173-12-31	Alexander III.	Mainfredus, Kardinaldiakon und dann Legat in der Lombardei	Opizo und Ubertus aus Asti, jeweils Richter (Opizoni et Uberto Asten. iudicibus)	controversia inter canonicos maioris ecclesiae Asten. et Michaelem Ieronimi	–	Apostolischer Legat
1682	It.Pont. 6,2	20	11		581	(Vercelli)	07 September 1175	1175-09-07	1175-09-07	Alexander III.	Willelmus, Kardinalpriester von San Pietro in Vincoli und apostolischer Legat	alle Kanoniker von St. Eusebius und St. Maria in Vercelli		–	Apostolischer Legat
1683	It.Pont. 6,2	24	12		581	(Vercelli)	07 September 1175	1175-09-07	1175-09-07	Alexander III.	Willelmus, Kardinalpriester von San Pietro in Vincoli und apostolischer Legat	alle Kanoniker von St. Eusebius und St. Maria in Vercelli		–	Apostolischer Legat
1684	It.Pont. 6,2	216	17		582	–	[ex. 1178]	1178-01-01	1178-12-31	Alexander III.	Laborans(, Kardinal und Legat des apostolischen Stuhls	O(bertus), Bischof von Tortona		–	Apostolischer Legat
1685	It.Pont. 6,2	216	17		582	–	[ex. 1178]	1178-01-01	1178-12-31	Alexander III.	Laborans(, Kardinal und Legat des apostolischen Stuhls	O(bertus), Bischof von Tortona		–	Apostolischer Legat
1686	It.Pont. 6,2	225	1		357	Laterano	07 Dezember 1153	1153-12-07	1153-12-07	Anastasius IV.	Anastasius IV.	Gandulfus, Abt des Klosters St. Petrus und St. Martianus	Rolandus, S.R.E. Kardinalpriester [von San Marco] sowie Kanzler [der Röm. Kirche], wird als Subskribent aufgeführt	9768	
1687	It.Pont. 6,2	390	3		358	Laterano	22 Februar 1154	1154-02-22	1154-02-22	Anastasius IV.	Anastasius IV.	Abt und Mitbrüder des Klosters St. Maria und St. Venerius auf der Insel Tyrus	Rolandus, S.R.E. Kardinalpriester [von San Marco] sowie Kanzler [der Röm. Kirche], wird als Subskribent aufgeführt	–	
1688	It.Pont. 6,2	175	16		359	Laterano	05 März 1154	1154-03-05	1154-03-05	Anastasius IV.	Anastasius IV.	Anselmus, Bischof von Asti	Rolandus, S.R.E. Kardinalpriester [von San Marco] sowie Kanzler [der Röm. Kirche], wird als Subskribent aufgeführt	9844	
1689	It.Pont. 6,2	127	26		360	Laterano	18 März 1154	1154-03-18	1154-03-18	Anastasius IV.	Anastasius IV.	Gotifredus [Gottfried II.], Bischof von Luni	Rolandus, S.R.E. Kardinalpriester [von San Marco] sowie Kanzler [der Röm. Kirche], wird als Subskribent aufgeführt	9850	
1690	It.Pont. 6,2	379	18		361	[Laterano]	30 März 1154	1154-03-30	1154-03-30	Anastasius IV.	Anastasius IV.	Stephanus, Abt des Klosters St. Michael in Chiusa	Rolandus, S.R.E. Kardinalpriester [von San Marco] sowie Kanzler [der Röm. Kirche], wird als Subskribent aufgeführt	9804	
1691	It.Pont. 6,2	154	19		362	Laterano	06 April 1154	1154-04-06	1154-04-06	Anastasius IV.	Anastasius IV.	Rufinus, Abt des Klosters St. St. Benignus in Canavese	Rolandus, S.R.E. Kardinalpriester [von San Marco] sowie Kanzler [der Röm. Kirche], wird als Subskribent aufgeführt	9857	
1692	It.Pont. 6,2	145	2		363	Laterano	16 April 1154	1154-04-16	1154-04-16	Anastasius IV.	Anastasius IV.	Ambrosius, Abt des Klosters St. Stephanus	Rolandus, S.R.E. Kardinalpriester [von San Marco] sowie Kanzler [der Röm. Kirche], wird als Subskribent aufgeführt	9865	
